angle,image
-2,./data_train_simple/sample757.jpg
-1,./data_train_simple/sample758.jpg
-7,./data_train_simple/sample759.jpg
0,./data_train_simple/sample760.jpg
7,./data_train_simple/sample761.jpg
-8,./data_train_simple/sample762.jpg
-5,./data_train_simple/sample763.jpg
-4,./data_train_simple/sample764.jpg
-4,./data_train_simple/sample765.jpg
4,./data_train_simple/sample766.jpg
9,./data_train_simple/sample767.jpg
-6,./data_train_simple/sample768.jpg
10,./data_train_simple/sample769.jpg
0,./data_train_simple/sample770.jpg
9,./data_train_simple/sample771.jpg
3,./data_train_simple/sample772.jpg
-2,./data_train_simple/sample773.jpg
-5,./data_train_simple/sample774.jpg
10,./data_train_simple/sample775.jpg
5,./data_train_simple/sample776.jpg
-2,./data_train_simple/sample777.jpg
6,./data_train_simple/sample778.jpg
-5,./data_train_simple/sample779.jpg
-10,./data_train_simple/sample780.jpg
-9,./data_train_simple/sample781.jpg
-9,./data_train_simple/sample782.jpg
-4,./data_train_simple/sample783.jpg
7,./data_train_simple/sample784.jpg
9,./data_train_simple/sample785.jpg
10,./data_train_simple/sample786.jpg
-5,./data_train_simple/sample787.jpg
-8,./data_train_simple/sample788.jpg
0,./data_train_simple/sample789.jpg
2,./data_train_simple/sample790.jpg
-7,./data_train_simple/sample791.jpg
-4,./data_train_simple/sample792.jpg
2,./data_train_simple/sample793.jpg
-8,./data_train_simple/sample794.jpg
-1,./data_train_simple/sample795.jpg
-3,./data_train_simple/sample796.jpg
-10,./data_train_simple/sample797.jpg
3,./data_train_simple/sample798.jpg
1,./data_train_simple/sample799.jpg
8,./data_train_simple/sample800.jpg
-7,./data_train_simple/sample801.jpg
6,./data_train_simple/sample802.jpg
1,./data_train_simple/sample803.jpg
6,./data_train_simple/sample804.jpg
9,./data_train_simple/sample805.jpg
5,./data_train_simple/sample806.jpg
5,./data_train_simple/sample807.jpg
2,./data_train_simple/sample808.jpg
2,./data_train_simple/sample809.jpg
2,./data_train_simple/sample810.jpg
10,./data_train_simple/sample811.jpg
3,./data_train_simple/sample812.jpg
9,./data_train_simple/sample813.jpg
-9,./data_train_simple/sample814.jpg
7,./data_train_simple/sample815.jpg
-9,./data_train_simple/sample816.jpg
-4,./data_train_simple/sample817.jpg
0,./data_train_simple/sample818.jpg
6,./data_train_simple/sample819.jpg
0,./data_train_simple/sample820.jpg
9,./data_train_simple/sample821.jpg
0,./data_train_simple/sample822.jpg
-1,./data_train_simple/sample823.jpg
5,./data_train_simple/sample824.jpg
10,./data_train_simple/sample825.jpg
10,./data_train_simple/sample826.jpg
1,./data_train_simple/sample827.jpg
-8,./data_train_simple/sample828.jpg
-7,./data_train_simple/sample829.jpg
2,./data_train_simple/sample830.jpg
-7,./data_train_simple/sample831.jpg
6,./data_train_simple/sample832.jpg
-4,./data_train_simple/sample833.jpg
6,./data_train_simple/sample834.jpg
-7,./data_train_simple/sample835.jpg
-5,./data_train_simple/sample836.jpg
-9,./data_train_simple/sample837.jpg
5,./data_train_simple/sample838.jpg
1,./data_train_simple/sample839.jpg
3,./data_train_simple/sample840.jpg
-4,./data_train_simple/sample841.jpg
-8,./data_train_simple/sample842.jpg
0,./data_train_simple/sample843.jpg
-5,./data_train_simple/sample844.jpg
1,./data_train_simple/sample845.jpg
3,./data_train_simple/sample846.jpg
0,./data_train_simple/sample847.jpg
-10,./data_train_simple/sample848.jpg
-2,./data_train_simple/sample849.jpg
10,./data_train_simple/sample850.jpg
0,./data_train_simple/sample851.jpg
-10,./data_train_simple/sample852.jpg
-1,./data_train_simple/sample853.jpg
10,./data_train_simple/sample854.jpg
-2,./data_train_simple/sample855.jpg
-8,./data_train_simple/sample856.jpg
-8,./data_train_simple/sample857.jpg
-10,./data_train_simple/sample858.jpg
3,./data_train_simple/sample859.jpg
3,./data_train_simple/sample860.jpg
10,./data_train_simple/sample861.jpg
-4,./data_train_simple/sample862.jpg
3,./data_train_simple/sample863.jpg
-5,./data_train_simple/sample864.jpg
4,./data_train_simple/sample865.jpg
4,./data_train_simple/sample866.jpg
7,./data_train_simple/sample867.jpg
-8,./data_train_simple/sample868.jpg
3,./data_train_simple/sample869.jpg
5,./data_train_simple/sample870.jpg
-8,./data_train_simple/sample871.jpg
-9,./data_train_simple/sample872.jpg
4,./data_train_simple/sample873.jpg
7,./data_train_simple/sample874.jpg
0,./data_train_simple/sample875.jpg
-9,./data_train_simple/sample876.jpg
-1,./data_train_simple/sample877.jpg
-6,./data_train_simple/sample878.jpg
-10,./data_train_simple/sample879.jpg
0,./data_train_simple/sample880.jpg
-7,./data_train_simple/sample881.jpg
8,./data_train_simple/sample882.jpg
-2,./data_train_simple/sample883.jpg
3,./data_train_simple/sample884.jpg
2,./data_train_simple/sample885.jpg
0,./data_train_simple/sample886.jpg
3,./data_train_simple/sample887.jpg
-10,./data_train_simple/sample888.jpg
-7,./data_train_simple/sample889.jpg
10,./data_train_simple/sample890.jpg
4,./data_train_simple/sample891.jpg
4,./data_train_simple/sample892.jpg
-9,./data_train_simple/sample893.jpg
-9,./data_train_simple/sample894.jpg
-6,./data_train_simple/sample895.jpg
8,./data_train_simple/sample896.jpg
2,./data_train_simple/sample897.jpg
-6,./data_train_simple/sample898.jpg
-4,./data_train_simple/sample899.jpg
0,./data_train_simple/sample900.jpg
4,./data_train_simple/sample901.jpg
-4,./data_train_simple/sample902.jpg
1,./data_train_simple/sample903.jpg
3,./data_train_simple/sample904.jpg
5,./data_train_simple/sample905.jpg
-7,./data_train_simple/sample906.jpg
1,./data_train_simple/sample907.jpg
-7,./data_train_simple/sample908.jpg
1,./data_train_simple/sample909.jpg
-3,./data_train_simple/sample910.jpg
9,./data_train_simple/sample911.jpg
-10,./data_train_simple/sample912.jpg
3,./data_train_simple/sample913.jpg
6,./data_train_simple/sample914.jpg
8,./data_train_simple/sample915.jpg
-10,./data_train_simple/sample916.jpg
-7,./data_train_simple/sample917.jpg
-2,./data_train_simple/sample918.jpg
-4,./data_train_simple/sample919.jpg
2,./data_train_simple/sample920.jpg
2,./data_train_simple/sample921.jpg
-4,./data_train_simple/sample922.jpg
2,./data_train_simple/sample923.jpg
1,./data_train_simple/sample924.jpg
0,./data_train_simple/sample925.jpg
0,./data_train_simple/sample926.jpg
-8,./data_train_simple/sample927.jpg
0,./data_train_simple/sample928.jpg
-5,./data_train_simple/sample929.jpg
4,./data_train_simple/sample930.jpg
8,./data_train_simple/sample931.jpg
-8,./data_train_simple/sample932.jpg
-9,./data_train_simple/sample933.jpg
-3,./data_train_simple/sample934.jpg
5,./data_train_simple/sample935.jpg
4,./data_train_simple/sample936.jpg
-8,./data_train_simple/sample937.jpg
-5,./data_train_simple/sample938.jpg
-2,./data_train_simple/sample939.jpg
-8,./data_train_simple/sample940.jpg
6,./data_train_simple/sample941.jpg
-10,./data_train_simple/sample942.jpg
8,./data_train_simple/sample943.jpg
8,./data_train_simple/sample944.jpg
8,./data_train_simple/sample945.jpg
7,./data_train_simple/sample946.jpg
5,./data_train_simple/sample947.jpg
6,./data_train_simple/sample948.jpg
8,./data_train_simple/sample949.jpg
-7,./data_train_simple/sample950.jpg
6,./data_train_simple/sample951.jpg
-6,./data_train_simple/sample952.jpg
-1,./data_train_simple/sample953.jpg
3,./data_train_simple/sample954.jpg
-5,./data_train_simple/sample955.jpg
-3,./data_train_simple/sample956.jpg
3,./data_train_simple/sample957.jpg
-1,./data_train_simple/sample958.jpg
10,./data_train_simple/sample959.jpg
-1,./data_train_simple/sample960.jpg
3,./data_train_simple/sample961.jpg
5,./data_train_simple/sample962.jpg
-1,./data_train_simple/sample963.jpg
-3,./data_train_simple/sample964.jpg
8,./data_train_simple/sample965.jpg
3,./data_train_simple/sample966.jpg
4,./data_train_simple/sample967.jpg
0,./data_train_simple/sample968.jpg
-8,./data_train_simple/sample969.jpg
-4,./data_train_simple/sample970.jpg
-4,./data_train_simple/sample971.jpg
-6,./data_train_simple/sample972.jpg
2,./data_train_simple/sample973.jpg
-1,./data_train_simple/sample974.jpg
-7,./data_train_simple/sample975.jpg
0,./data_train_simple/sample976.jpg
7,./data_train_simple/sample977.jpg
-4,./data_train_simple/sample978.jpg
10,./data_train_simple/sample979.jpg
3,./data_train_simple/sample980.jpg
-7,./data_train_simple/sample981.jpg
-4,./data_train_simple/sample982.jpg
3,./data_train_simple/sample983.jpg
-3,./data_train_simple/sample984.jpg
-2,./data_train_simple/sample985.jpg
7,./data_train_simple/sample986.jpg
10,./data_train_simple/sample987.jpg
-10,./data_train_simple/sample988.jpg
-4,./data_train_simple/sample989.jpg
9,./data_train_simple/sample990.jpg
5,./data_train_simple/sample991.jpg
0,./data_train_simple/sample992.jpg
2,./data_train_simple/sample993.jpg
0,./data_train_simple/sample994.jpg
10,./data_train_simple/sample995.jpg
-4,./data_train_simple/sample996.jpg
0,./data_train_simple/sample997.jpg
-1,./data_train_simple/sample998.jpg
-7,./data_train_simple/sample999.jpg
10,./data_train_simple/sample1000.jpg
-2,./data_train_simple/sample1001.jpg
7,./data_train_simple/sample1002.jpg
7,./data_train_simple/sample1003.jpg
7,./data_train_simple/sample1004.jpg
-6,./data_train_simple/sample1005.jpg
-5,./data_train_simple/sample1006.jpg
0,./data_train_simple/sample1007.jpg
5,./data_train_simple/sample1008.jpg
-8,./data_train_simple/sample1009.jpg
0,./data_train_simple/sample1010.jpg
-4,./data_train_simple/sample1011.jpg
10,./data_train_simple/sample1012.jpg
-9,./data_train_simple/sample1013.jpg
4,./data_train_simple/sample1014.jpg
-5,./data_train_simple/sample1015.jpg
8,./data_train_simple/sample1016.jpg
1,./data_train_simple/sample1017.jpg
8,./data_train_simple/sample1018.jpg
6,./data_train_simple/sample1019.jpg
-1,./data_train_simple/sample1020.jpg
-1,./data_train_simple/sample1021.jpg
1,./data_train_simple/sample1022.jpg
7,./data_train_simple/sample1023.jpg
-7,./data_train_simple/sample1024.jpg
8,./data_train_simple/sample1025.jpg
9,./data_train_simple/sample1026.jpg
1,./data_train_simple/sample1027.jpg
6,./data_train_simple/sample1028.jpg
4,./data_train_simple/sample1029.jpg
-8,./data_train_simple/sample1030.jpg
-10,./data_train_simple/sample1031.jpg
9,./data_train_simple/sample1032.jpg
0,./data_train_simple/sample1033.jpg
0,./data_train_simple/sample1034.jpg
-4,./data_train_simple/sample1035.jpg
1,./data_train_simple/sample1036.jpg
-4,./data_train_simple/sample1037.jpg
0,./data_train_simple/sample1038.jpg
-1,./data_train_simple/sample1039.jpg
-7,./data_train_simple/sample1040.jpg
-5,./data_train_simple/sample1041.jpg
-7,./data_train_simple/sample1042.jpg
0,./data_train_simple/sample1043.jpg
-10,./data_train_simple/sample1044.jpg
-4,./data_train_simple/sample1045.jpg
-1,./data_train_simple/sample1046.jpg
-4,./data_train_simple/sample1047.jpg
-10,./data_train_simple/sample1048.jpg
0,./data_train_simple/sample1049.jpg
7,./data_train_simple/sample1050.jpg
-10,./data_train_simple/sample1051.jpg
8,./data_train_simple/sample1052.jpg
6,./data_train_simple/sample1053.jpg
-6,./data_train_simple/sample1054.jpg
0,./data_train_simple/sample1055.jpg
-5,./data_train_simple/sample1056.jpg
-10,./data_train_simple/sample1057.jpg
-2,./data_train_simple/sample1058.jpg
-2,./data_train_simple/sample1059.jpg
-8,./data_train_simple/sample1060.jpg
-5,./data_train_simple/sample1061.jpg
0,./data_train_simple/sample1062.jpg
-2,./data_train_simple/sample1063.jpg
2,./data_train_simple/sample1064.jpg
-3,./data_train_simple/sample1065.jpg
-5,./data_train_simple/sample1066.jpg
-5,./data_train_simple/sample1067.jpg
-5,./data_train_simple/sample1068.jpg
1,./data_train_simple/sample1069.jpg
8,./data_train_simple/sample1070.jpg
10,./data_train_simple/sample1071.jpg
-10,./data_train_simple/sample1072.jpg
-3,./data_train_simple/sample1073.jpg
3,./data_train_simple/sample1074.jpg
-9,./data_train_simple/sample1075.jpg
8,./data_train_simple/sample1076.jpg
2,./data_train_simple/sample1077.jpg
-6,./data_train_simple/sample1078.jpg
-1,./data_train_simple/sample1079.jpg
5,./data_train_simple/sample1080.jpg
-6,./data_train_simple/sample1081.jpg
7,./data_train_simple/sample1082.jpg
6,./data_train_simple/sample1083.jpg
8,./data_train_simple/sample1084.jpg
4,./data_train_simple/sample1085.jpg
-5,./data_train_simple/sample1086.jpg
0,./data_train_simple/sample1087.jpg
-1,./data_train_simple/sample1088.jpg
-5,./data_train_simple/sample1089.jpg
1,./data_train_simple/sample1090.jpg
-2,./data_train_simple/sample1091.jpg
3,./data_train_simple/sample1092.jpg
2,./data_train_simple/sample1093.jpg
-7,./data_train_simple/sample1094.jpg
-6,./data_train_simple/sample1095.jpg
9,./data_train_simple/sample1096.jpg
0,./data_train_simple/sample1097.jpg
-6,./data_train_simple/sample1098.jpg
9,./data_train_simple/sample1099.jpg
-6,./data_train_simple/sample1100.jpg
-7,./data_train_simple/sample1101.jpg
-3,./data_train_simple/sample1102.jpg
2,./data_train_simple/sample1103.jpg
-4,./data_train_simple/sample1104.jpg
-3,./data_train_simple/sample1105.jpg
-10,./data_train_simple/sample1106.jpg
10,./data_train_simple/sample1107.jpg
10,./data_train_simple/sample1108.jpg
-6,./data_train_simple/sample1109.jpg
-9,./data_train_simple/sample1110.jpg
0,./data_train_simple/sample1111.jpg
-9,./data_train_simple/sample1112.jpg
10,./data_train_simple/sample1113.jpg
2,./data_train_simple/sample1114.jpg
-4,./data_train_simple/sample1115.jpg
-4,./data_train_simple/sample1116.jpg
-1,./data_train_simple/sample1117.jpg
3,./data_train_simple/sample1118.jpg
6,./data_train_simple/sample1119.jpg
-10,./data_train_simple/sample1120.jpg
-3,./data_train_simple/sample1121.jpg
1,./data_train_simple/sample1122.jpg
0,./data_train_simple/sample1123.jpg
-7,./data_train_simple/sample1124.jpg
-4,./data_train_simple/sample1125.jpg
9,./data_train_simple/sample1126.jpg
1,./data_train_simple/sample1127.jpg
-6,./data_train_simple/sample1128.jpg
-7,./data_train_simple/sample1129.jpg
-4,./data_train_simple/sample1130.jpg
-2,./data_train_simple/sample1131.jpg
1,./data_train_simple/sample1132.jpg
-6,./data_train_simple/sample1133.jpg
8,./data_train_simple/sample1134.jpg
-10,./data_train_simple/sample1135.jpg
6,./data_train_simple/sample1136.jpg
8,./data_train_simple/sample1137.jpg
5,./data_train_simple/sample1138.jpg
-9,./data_train_simple/sample1139.jpg
-7,./data_train_simple/sample1140.jpg
2,./data_train_simple/sample1141.jpg
1,./data_train_simple/sample1142.jpg
-10,./data_train_simple/sample1143.jpg
-8,./data_train_simple/sample1144.jpg
1,./data_train_simple/sample1145.jpg
5,./data_train_simple/sample1146.jpg
-2,./data_train_simple/sample1147.jpg
-3,./data_train_simple/sample1148.jpg
0,./data_train_simple/sample1149.jpg
8,./data_train_simple/sample1150.jpg
-4,./data_train_simple/sample1151.jpg
-6,./data_train_simple/sample1152.jpg
1,./data_train_simple/sample1153.jpg
-10,./data_train_simple/sample1154.jpg
3,./data_train_simple/sample1155.jpg
-6,./data_train_simple/sample1156.jpg
10,./data_train_simple/sample1157.jpg
-3,./data_train_simple/sample1158.jpg
2,./data_train_simple/sample1159.jpg
-5,./data_train_simple/sample1160.jpg
-4,./data_train_simple/sample1161.jpg
-6,./data_train_simple/sample1162.jpg
-4,./data_train_simple/sample1163.jpg
3,./data_train_simple/sample1164.jpg
0,./data_train_simple/sample1165.jpg
9,./data_train_simple/sample1166.jpg
-7,./data_train_simple/sample1167.jpg
4,./data_train_simple/sample1168.jpg
-7,./data_train_simple/sample1169.jpg
3,./data_train_simple/sample1170.jpg
-4,./data_train_simple/sample1171.jpg
-3,./data_train_simple/sample1172.jpg
1,./data_train_simple/sample1173.jpg
7,./data_train_simple/sample1174.jpg
5,./data_train_simple/sample1175.jpg
1,./data_train_simple/sample1176.jpg
3,./data_train_simple/sample1177.jpg
-5,./data_train_simple/sample1178.jpg
-6,./data_train_simple/sample1179.jpg
-10,./data_train_simple/sample1180.jpg
-3,./data_train_simple/sample1181.jpg
-1,./data_train_simple/sample1182.jpg
0,./data_train_simple/sample1183.jpg
8,./data_train_simple/sample1184.jpg
-2,./data_train_simple/sample1185.jpg
-9,./data_train_simple/sample1186.jpg
-5,./data_train_simple/sample1187.jpg
9,./data_train_simple/sample1188.jpg
-9,./data_train_simple/sample1189.jpg
-10,./data_train_simple/sample1190.jpg
-3,./data_train_simple/sample1191.jpg
-6,./data_train_simple/sample1192.jpg
8,./data_train_simple/sample1193.jpg
4,./data_train_simple/sample1194.jpg
-4,./data_train_simple/sample1195.jpg
2,./data_train_simple/sample1196.jpg
-5,./data_train_simple/sample1197.jpg
7,./data_train_simple/sample1198.jpg
3,./data_train_simple/sample1199.jpg
-8,./data_train_simple/sample1200.jpg
-4,./data_train_simple/sample1201.jpg
0,./data_train_simple/sample1202.jpg
-2,./data_train_simple/sample1203.jpg
-2,./data_train_simple/sample1204.jpg
5,./data_train_simple/sample1205.jpg
0,./data_train_simple/sample1206.jpg
-8,./data_train_simple/sample1207.jpg
-8,./data_train_simple/sample1208.jpg
-1,./data_train_simple/sample1209.jpg
-10,./data_train_simple/sample1210.jpg
-2,./data_train_simple/sample1211.jpg
8,./data_train_simple/sample1212.jpg
7,./data_train_simple/sample1213.jpg
-8,./data_train_simple/sample1214.jpg
-9,./data_train_simple/sample1215.jpg
4,./data_train_simple/sample1216.jpg
-6,./data_train_simple/sample1217.jpg
5,./data_train_simple/sample1218.jpg
10,./data_train_simple/sample1219.jpg
-3,./data_train_simple/sample1220.jpg
8,./data_train_simple/sample1221.jpg
6,./data_train_simple/sample1222.jpg
4,./data_train_simple/sample1223.jpg
0,./data_train_simple/sample1224.jpg
-9,./data_train_simple/sample1225.jpg
-2,./data_train_simple/sample1226.jpg
3,./data_train_simple/sample1227.jpg
3,./data_train_simple/sample1228.jpg
-2,./data_train_simple/sample1229.jpg
8,./data_train_simple/sample1230.jpg
2,./data_train_simple/sample1231.jpg
-9,./data_train_simple/sample1232.jpg
-5,./data_train_simple/sample1233.jpg
-3,./data_train_simple/sample1234.jpg
-6,./data_train_simple/sample1235.jpg
-10,./data_train_simple/sample1236.jpg
9,./data_train_simple/sample1237.jpg
5,./data_train_simple/sample1238.jpg
8,./data_train_simple/sample1239.jpg
4,./data_train_simple/sample1240.jpg
0,./data_train_simple/sample1241.jpg
0,./data_train_simple/sample1242.jpg
0,./data_train_simple/sample1243.jpg
2,./data_train_simple/sample1244.jpg
-5,./data_train_simple/sample1245.jpg
-10,./data_train_simple/sample1246.jpg
-9,./data_train_simple/sample1247.jpg
-6,./data_train_simple/sample1248.jpg
-3,./data_train_simple/sample1249.jpg
0,./data_train_simple/sample1250.jpg
0,./data_train_simple/sample1251.jpg
6,./data_train_simple/sample1252.jpg
10,./data_train_simple/sample1253.jpg
8,./data_train_simple/sample1254.jpg
-2,./data_train_simple/sample1255.jpg
10,./data_train_simple/sample1256.jpg
-9,./data_train_simple/sample1257.jpg
6,./data_train_simple/sample1258.jpg
3,./data_train_simple/sample1259.jpg
-9,./data_train_simple/sample1260.jpg
9,./data_train_simple/sample1261.jpg
-5,./data_train_simple/sample1262.jpg
8,./data_train_simple/sample1263.jpg
3,./data_train_simple/sample1264.jpg
7,./data_train_simple/sample1265.jpg
8,./data_train_simple/sample1266.jpg
-8,./data_train_simple/sample1267.jpg
1,./data_train_simple/sample1268.jpg
8,./data_train_simple/sample1269.jpg
-4,./data_train_simple/sample1270.jpg
-3,./data_train_simple/sample1271.jpg
2,./data_train_simple/sample1272.jpg
-7,./data_train_simple/sample1273.jpg
3,./data_train_simple/sample1274.jpg
0,./data_train_simple/sample1275.jpg
2,./data_train_simple/sample1276.jpg
7,./data_train_simple/sample1277.jpg
-5,./data_train_simple/sample1278.jpg
6,./data_train_simple/sample1279.jpg
-9,./data_train_simple/sample1280.jpg
1,./data_train_simple/sample1281.jpg
2,./data_train_simple/sample1282.jpg
-3,./data_train_simple/sample1283.jpg
7,./data_train_simple/sample1284.jpg
6,./data_train_simple/sample1285.jpg
-10,./data_train_simple/sample1286.jpg
0,./data_train_simple/sample1287.jpg
-8,./data_train_simple/sample1288.jpg
-4,./data_train_simple/sample1289.jpg
4,./data_train_simple/sample1290.jpg
1,./data_train_simple/sample1291.jpg
-7,./data_train_simple/sample1292.jpg
5,./data_train_simple/sample1293.jpg
-9,./data_train_simple/sample1294.jpg
8,./data_train_simple/sample1295.jpg
0,./data_train_simple/sample1296.jpg
1,./data_train_simple/sample1297.jpg
-7,./data_train_simple/sample1298.jpg
-1,./data_train_simple/sample1299.jpg
-3,./data_train_simple/sample1300.jpg
8,./data_train_simple/sample1301.jpg
-5,./data_train_simple/sample1302.jpg
-4,./data_train_simple/sample1303.jpg
-6,./data_train_simple/sample1304.jpg
-10,./data_train_simple/sample1305.jpg
5,./data_train_simple/sample1306.jpg
-8,./data_train_simple/sample1307.jpg
-7,./data_train_simple/sample1308.jpg
-10,./data_train_simple/sample1309.jpg
-2,./data_train_simple/sample1310.jpg
3,./data_train_simple/sample1311.jpg
-6,./data_train_simple/sample1312.jpg
-5,./data_train_simple/sample1313.jpg
-5,./data_train_simple/sample1314.jpg
-8,./data_train_simple/sample1315.jpg
6,./data_train_simple/sample1316.jpg
4,./data_train_simple/sample1317.jpg
-3,./data_train_simple/sample1318.jpg
10,./data_train_simple/sample1319.jpg
1,./data_train_simple/sample1320.jpg
-7,./data_train_simple/sample1321.jpg
5,./data_train_simple/sample1322.jpg
-5,./data_train_simple/sample1323.jpg
1,./data_train_simple/sample1324.jpg
-9,./data_train_simple/sample1325.jpg
-9,./data_train_simple/sample1326.jpg
2,./data_train_simple/sample1327.jpg
6,./data_train_simple/sample1328.jpg
5,./data_train_simple/sample1329.jpg
-9,./data_train_simple/sample1330.jpg
4,./data_train_simple/sample1331.jpg
7,./data_train_simple/sample1332.jpg
0,./data_train_simple/sample1333.jpg
0,./data_train_simple/sample1334.jpg
0,./data_train_simple/sample1335.jpg
4,./data_train_simple/sample1336.jpg
9,./data_train_simple/sample1337.jpg
2,./data_train_simple/sample1338.jpg
6,./data_train_simple/sample1339.jpg
-9,./data_train_simple/sample1340.jpg
-4,./data_train_simple/sample1341.jpg
-2,./data_train_simple/sample1342.jpg
-3,./data_train_simple/sample1343.jpg
-10,./data_train_simple/sample1344.jpg
-9,./data_train_simple/sample1345.jpg
-1,./data_train_simple/sample1346.jpg
-5,./data_train_simple/sample1347.jpg
-7,./data_train_simple/sample1348.jpg
0,./data_train_simple/sample1349.jpg
-4,./data_train_simple/sample1350.jpg
0,./data_train_simple/sample1351.jpg
-5,./data_train_simple/sample1352.jpg
-8,./data_train_simple/sample1353.jpg
-1,./data_train_simple/sample1354.jpg
-4,./data_train_simple/sample1355.jpg
3,./data_train_simple/sample1356.jpg
7,./data_train_simple/sample1357.jpg
-5,./data_train_simple/sample1358.jpg
6,./data_train_simple/sample1359.jpg
-8,./data_train_simple/sample1360.jpg
-10,./data_train_simple/sample1361.jpg
5,./data_train_simple/sample1362.jpg
2,./data_train_simple/sample1363.jpg
10,./data_train_simple/sample1364.jpg
10,./data_train_simple/sample1365.jpg
10,./data_train_simple/sample1366.jpg
0,./data_train_simple/sample1367.jpg
0,./data_train_simple/sample1368.jpg
10,./data_train_simple/sample1369.jpg
-7,./data_train_simple/sample1370.jpg
1,./data_train_simple/sample1371.jpg
-4,./data_train_simple/sample1372.jpg
-9,./data_train_simple/sample1373.jpg
4,./data_train_simple/sample1374.jpg
-2,./data_train_simple/sample1375.jpg
-6,./data_train_simple/sample1376.jpg
7,./data_train_simple/sample1377.jpg
4,./data_train_simple/sample1378.jpg
-5,./data_train_simple/sample1379.jpg
4,./data_train_simple/sample1380.jpg
-3,./data_train_simple/sample1381.jpg
6,./data_train_simple/sample1382.jpg
5,./data_train_simple/sample1383.jpg
-5,./data_train_simple/sample1384.jpg
-2,./data_train_simple/sample1385.jpg
2,./data_train_simple/sample1386.jpg
-8,./data_train_simple/sample1387.jpg
3,./data_train_simple/sample1388.jpg
8,./data_train_simple/sample1389.jpg
0,./data_train_simple/sample1390.jpg
10,./data_train_simple/sample1391.jpg
-10,./data_train_simple/sample1392.jpg
-1,./data_train_simple/sample1393.jpg
1,./data_train_simple/sample1394.jpg
5,./data_train_simple/sample1395.jpg
10,./data_train_simple/sample1396.jpg
-4,./data_train_simple/sample1397.jpg
-9,./data_train_simple/sample1398.jpg
0,./data_train_simple/sample1399.jpg
4,./data_train_simple/sample1400.jpg
-5,./data_train_simple/sample1401.jpg
10,./data_train_simple/sample1402.jpg
4,./data_train_simple/sample1403.jpg
6,./data_train_simple/sample1404.jpg
-6,./data_train_simple/sample1405.jpg
-2,./data_train_simple/sample1406.jpg
10,./data_train_simple/sample1407.jpg
-8,./data_train_simple/sample1408.jpg
-10,./data_train_simple/sample1409.jpg
4,./data_train_simple/sample1410.jpg
0,./data_train_simple/sample1411.jpg
3,./data_train_simple/sample1412.jpg
-9,./data_train_simple/sample1413.jpg
7,./data_train_simple/sample1414.jpg
1,./data_train_simple/sample1415.jpg
2,./data_train_simple/sample1416.jpg
4,./data_train_simple/sample1417.jpg
-6,./data_train_simple/sample1418.jpg
-8,./data_train_simple/sample1419.jpg
0,./data_train_simple/sample1420.jpg
1,./data_train_simple/sample1421.jpg
9,./data_train_simple/sample1422.jpg
3,./data_train_simple/sample1423.jpg
-5,./data_train_simple/sample1424.jpg
-10,./data_train_simple/sample1425.jpg
-2,./data_train_simple/sample1426.jpg
4,./data_train_simple/sample1427.jpg
-7,./data_train_simple/sample1428.jpg
-9,./data_train_simple/sample1429.jpg
0,./data_train_simple/sample1430.jpg
-1,./data_train_simple/sample1431.jpg
2,./data_train_simple/sample1432.jpg
-10,./data_train_simple/sample1433.jpg
6,./data_train_simple/sample1434.jpg
-9,./data_train_simple/sample1435.jpg
8,./data_train_simple/sample1436.jpg
2,./data_train_simple/sample1437.jpg
-6,./data_train_simple/sample1438.jpg
3,./data_train_simple/sample1439.jpg
0,./data_train_simple/sample1440.jpg
-3,./data_train_simple/sample1441.jpg
6,./data_train_simple/sample1442.jpg
-2,./data_train_simple/sample1443.jpg
-3,./data_train_simple/sample1444.jpg
-4,./data_train_simple/sample1445.jpg
-6,./data_train_simple/sample1446.jpg
4,./data_train_simple/sample1447.jpg
-10,./data_train_simple/sample1448.jpg
9,./data_train_simple/sample1449.jpg
5,./data_train_simple/sample1450.jpg
3,./data_train_simple/sample1451.jpg
10,./data_train_simple/sample1452.jpg
-10,./data_train_simple/sample1453.jpg
-4,./data_train_simple/sample1454.jpg
0,./data_train_simple/sample1455.jpg
-10,./data_train_simple/sample1456.jpg
7,./data_train_simple/sample1457.jpg
-9,./data_train_simple/sample1458.jpg
10,./data_train_simple/sample1459.jpg
2,./data_train_simple/sample1460.jpg
6,./data_train_simple/sample1461.jpg
-6,./data_train_simple/sample1462.jpg
0,./data_train_simple/sample1463.jpg
9,./data_train_simple/sample1464.jpg
5,./data_train_simple/sample1465.jpg
-6,./data_train_simple/sample1466.jpg
8,./data_train_simple/sample1467.jpg
6,./data_train_simple/sample1468.jpg
1,./data_train_simple/sample1469.jpg
6,./data_train_simple/sample1470.jpg
-7,./data_train_simple/sample1471.jpg
10,./data_train_simple/sample1472.jpg
8,./data_train_simple/sample1473.jpg
2,./data_train_simple/sample1474.jpg
4,./data_train_simple/sample1475.jpg
10,./data_train_simple/sample1476.jpg
-10,./data_train_simple/sample1477.jpg
-4,./data_train_simple/sample1478.jpg
2,./data_train_simple/sample1479.jpg
0,./data_train_simple/sample1480.jpg
1,./data_train_simple/sample1481.jpg
10,./data_train_simple/sample1482.jpg
6,./data_train_simple/sample1483.jpg
-4,./data_train_simple/sample1484.jpg
-3,./data_train_simple/sample1485.jpg
0,./data_train_simple/sample1486.jpg
-4,./data_train_simple/sample1487.jpg
